ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
22552;MIGUEL ANGEL ROBLES ROBLES;MIGUEL ANSORENA† 438 B;SERVICIOS VARIOS DE ESTAMPADOS E IMPRESIONES- BAZAR;COMERCIALES
22553;SOCIEDAD MORALES JERIA LIMITADA;CAMINO INTERNACIONAL 2175;PUESTO DE ALIMENTOS PROVISIONES;COMERCIALES
22554;RICARDO BEJAMIN ELTIT INVERSIONES INMOBILIARIA Y TERST. E.I.;CLEMENTE HOLZAPFEL† 190† LOCAL 6;TIENDA ROPA Y ACCESORIO;COMERCIALES
22555;RICARDO BEJAMIN ELTIT INVERSIONES INMOBILIARIA Y TERST. E.I.;CLEMENTE HOLZAPFEL† 390 LOCAL 3;TIENDA DE ROPA Y ACCESORIO;COMERCIALES
22556;MILA SANDOVAL HERNANDEZ;COLO COLO 806;HOSTAL (MEF);COMERCIALES
22557;LAGOS CONTRERAS JUANA DEL ROSARIO;AVDA. BERNARDO OHIGGINS 552;VENTA DE ARTESANIA-BAZAR Y PAQUETERIA;COMERCIALES
22558;MARIA POO POO;AVDA. BERNARDO OHIGGINS 255 LOCAL 31 Y 32 2∞;OFICINA DE DISE—O GRAFICO - IMPRESOS Y PUBLICIDAD;COMERCIALES
22559;AMULEN-KO TURISMO LTDA.;BRASIL† 240;TOUR OPERADOR†† TURISMO AVENTURA RAFTING MONTA—A† CANYONING RENTA EQUIPO DEPORTIVO;COMERCIALES
22560;ANDREA ALEJANDRA ZERENE MISLE COMERCIA E.I.R.L (GATY E.I.R.L;GENERAL URRUTIA† 291 B;TIENDA;COMERCIALES
22562;SOC. COMERCIAL JOSHUA CHARLES MAY Y MARTA ISAB. TRNCOSO SALG;MIGUEL ANSORENA† 425 LOC C;CYBER CENTRO DE FOTOCOPIADO E IMPRESIONES;COMERCIALES
22564;EVELYN QUEZADA ANABALON;URUGUAY† 539;VENTA DE BAZAR Y PAQUETERIA (MEF);COMERCIALES
22565;OSORIO ARRIAGADA JACQUELINE MARILUZ;MIGUEL ANSORENA† 475 LOCAL 5;ARTESANIA Y BAZAR;COMERCIALES
22569;HECTOR IVAN GATICA LEVANCINI;ARAUCO 550;RECIDENCIAL PARA 12 PERSONAS (MEF);COMERCIALES
22571;INMOBILIARIA E INVERSIONES AVILA PROPUIEDADES LIMITADA;GENERAL URRUTIA† 283 OF.22;CORREDORES DE PROPIEDADES;COMERCIALES
22572;QUIROGA CHAVEZ MARITZA;AVDA. BERNARDO OHIGGINS 753;VENTA DE ARTESANIA EN LANA/MADERA Y MUEBLES;COMERCIALES
22574;LISETTE SANDOVAL ORELLANA;MIGUEL ANSORENA† 438 LOCAL G;COMIDA AL PASO;COMERCIALES
22576;SOCIEDAD COMERCIAL ARRETX Y COMPA—IA LIMITADA;AVDA. BERNARDO OHIGGINS 392;SERVICIOS DE TELEFONÕA MOVIL VENTA Y POSTVENTA PLANES Y EQUIPOS;COMERCIALES
22578;CEBALLOS ALVAREZ PAULA LETICIA;FRESIA 124 C LOC 6;ARTESANIA BAZAR;COMERCIALES
22579;REYES ESPINA MIRIAM ELENA;PALGUIN 575;BAZAR Y PAQUETERIA;COMERCIALES
22580;CARRILLO REYES ELÕAS AARON;CALLE TRES 170;VENTA DE ABRROTES Y LEGUMBRES (MEF);COMERCIALES
22581;TRANSPORTES POLITUR LIMITADA;AVDA. BERNARDO OHIGGINS 635;TRANSPORTE DE PASAJEROS;COMERCIALES
22584;URZAY RATES SOFIA ANDRESSA;FRESIA 224 LOCAL 2;ARTE Y DECORACION PRODUCTOS DE BELLEZA;COMERCIALES
22586;FABIO ONDEI;CAMINO PUCON- CABURGUA KM 19 CARHUELLO;CABA—AS;COMERCIALES
22588;PE—A COLIPE CARMEN GLORIA;CAMINO PUCON- CABURGUA KM 17;TURISMO AVENTURA CANOPY;COMERCIALES
22590;CHILEPESCAMOSCA E.I.R.L.;AVDA. BERNARDO OHIGGINS 717 LOCAL 8;VENTA DE ARTICULOS DE CAZA Y PESCA DEPORTES- TOUR OPERADOR;COMERCIALES
22591;KRAUSE PEREZ RUBEN EDUARDO;LOS HUALLES 1373;OFICINA DE RECLICLAJE;COMERCIALES
22594;VILLARROEL ITURRA MARITZA EDITH;SABA ELTIT 930;PROVISIONES (MEF);COMERCIALES
22595;TRONCOZO PIZARRO IRIS DEL CARMEN;PALGUIN 510;HOSPEDAJE - TOUR OPERADOR;COMERCIALES
22596;SERVICIOS GONZALO FELIPE MONTOYA LETELIER E.I.R.L.;FUNDO EL MIRADOR DEL CLARO SECTOR LOS CALABOZOS CALABOZOS S/N;TURISMO AVENTURA TREKKING;COMERCIALES
22597;AGENC. DE TURISM. Y TRANSP. JORGE ULLOA BARRA E.I.R.L.;AVDA. BERNARDO OHIGGINS 480 LOCAL 1;TOUR OPERADOR- TURISMO AVENTURA (RAFTING MONTA—A HIDROSPEED);COMERCIALES
22599;BARRA MATAMALA EMA DEL CARMEN;PLAYA BLANCA CABURGUA S/N;CABA—AS;COMERCIALES
22600;SALAZAR V¡SQUEZ RODRIGO SEBASTI¡N;AVDA. BERNARDO OHIGGINS 524 LOCAL 1;TURISMO AVENTURA (RAFTING);COMERCIALES
22602;DUNKLEN VALENCIA M”NICA CARMEN;EL CA—E 1740;VENTA DE FRUTAS Y VERDURAS;COMERCIALES
22603;D…LANO VILLA LORNA MARÕA;AVDA. BERNARDO OHIGGINS 255 LOCAL 37;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22605;WALKER CLYNCH RODNEY JAMES;CAMINO A HUIFE KM 22;CAMPING 4 SITIOS (MEF);COMERCIALES
22607;TURISMO AVENTURA MAURICIO CARRASCO SEPULVEDA EIRL;AVDA. BERNARDO OHIGGINS 774 LOCAL 1103;TOUR OPERADOR- TURISMO AVENTURA MONTA—A;COMERCIALES
22608;GAJARDO CAVIEDES JAIME ESTEBAN;AVDA. BERNARDO OHIGGINS 774 LOCAL 1;VENTA DE FRUTOS SECOS Y PRODUCTOS NATURALES;COMERCIALES
22610;ZERENE OYARZUN ANA MARIA;AVDA. BERNARDO OHIGGINS 1275;VENTA DE ROPA ACCESORIOS Y ARTICULOS DEPORTIVOS.;COMERCIALES
22611;INMOBILIARIA TRIDENTE LIMITADA;CAMINO PUCON VILLARRICA KM 7;INMOBILIARIA (SALA DE VENTAS);COMERCIALES
22612;YOANNA DEL ROSARIO RAMIREZ GUTIERREZ;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA LOCAL 27;REPARACION DE FOCOS Y RADIADORES;COMERCIALES
22614;INVERSIONES NORTE SUR SPA;AV. B. OHIGGINS 691;TOUR OPERADOR;COMERCIALES
22616;CAMILO ERNESTO CUELLO QUINTANA MOTO TOUR EIRL;LOS HELECHOS 184;ARRIENDO DE MOTOCICLETAS TOUR OPERDOR (MEF);COMERCIALES
22620;APFEL CONFECCIONES LIMITADA;GENERAL URRUTIA† 336;VENTA DE ROPA;COMERCIALES
22621;MORALES MARTINEZ ANA MARÕA;PASAJE CHILE 255;PROVISIONES (MEF);COMERCIALES
22622;GOMEZ Y CORDOVA LIMITADA;FRESIA 415 LOCAL 9;VENTA DE LIBROS Y† ARTICULOS DE LIBRERÕA;COMERCIALES
22623;MURILLO CARBALLO MARIO ALBERTO;AVDA. BERNARDO OHIGGINS 255 LOCAL 16;VENTA AL POR MENOR DE MALETERIAS TALABARTERÕAS ART. DE CUERO;COMERCIALES
22625;EMPRESAS AQUACHILE S.A.;FRESIA 415 LOCAL 6;VENTA DE PRODUCTOS CONGELADOS;COMERCIALES
22626;COMERCIAL DONEM LIMITADA;AVDA. BERNARDO OHIGGINS 112 D;VENTA DE ARTICULOS DEPORTIVOS ROPA† Y CALZADO;COMERCIALES
22627;GARCÕA CONTRERAS RODRIGO ALEXIS;SALTO LA CHINA 1700;PROVISIONES PAQUETERÕA BAZAR (MEF);COMERCIALES
22628;COMERCIAL E INVERSIONES CARAVANA LIMITADA;GENERAL URRUTIA† 283 LOCAL 1;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22629;RAMIREZ PINILLA JAIME LUIS;CALLE TRES 120;COMIDA AL PASO (MEF);COMERCIALES
22630;CONTRERAS VILLENAS CARMEN EULOGIA;ARAUCO 460;HOSPEDAJE (MEF 11 CAMAS);COMERCIALES
22633;PIDAL MENDEZ MARÕA JOSE;AVDA. BERNARDO OHIGGINS 615;EXPENDIO DE ALIMENTOS;COMERCIALES
22636;CARLA DE LOURDES BIRKNER MOLINA;CAMINO AL VOLCAN† KM 8;VENTA DE ARTESANIA VENTA Y ARRIENDO EQUIPOS DE NIEVE TURISMO AVENTURA (ARBORISMO) (MEF);COMERCIALES
22637;FIGUEROA CHEUQUEPAN MALVINA DEL CARMEN;CALLE RIO CLARO 386;COMIDA AL PASO Y PARA LLEVAR - BAZAR (MEF);COMERCIALES
22638;MUÒOZ ROJAS RUTH PATRICIA;CAMINO AL VOLCAN† KM 8;TOUR OPERADOR- TURISMO AVENTURA (CABALGATAS)-ARTESANÕA MEF;COMERCIALES
22639;DEMETRIO EDUARDO ALARCON ESPARZA;URUGUAY† 640;VENTA DE FRUTAS Y VERDURAS (MEF);COMERCIALES
22640;PATRICIA† IRIBARNEGARAY PEREZ;ARAUCO 669;HOSPEDAJE (8 PERSONAS);COMERCIALES
22644;COLIPE COLIPE ELENA BEATRIZ;CAMINO PUCON- CABURGUA KM 17;OFICINA DE ACCESO A LUGAR TURISTICO;COMERCIALES
22645;CASTRO BARRÕA MATÕAS ABRAHAM;URUGUAY† 295;SANDWICHERIA MEF;COMERCIALES
22649;IBA—EZ DIOCARES FELIX;SEBASTIAN ENGLER† 640;HOSPEDAJE;COMERCIALES
22650;CONFECCIONES JUANITA DE LEON LIMITADA;GENERAL URRUTIA† 283 LOCAL 2;DISE—O Y CONFECCION DE ROPA Y ACCESORIOS;COMERCIALES
22651;GONZALEZ COFRE GABRIEL EDUARDO;AVDA. BERNARDO OHIGGINS 225 LOCAL 11;ARTESANÕA EN CUEROS;COMERCIALES
22652;GUTIERREZ GONZALEZ LUZ MARINA;CAMINO AL VOLCAN† KM 8;INFO. TURIS. TOUR OPERADOR ARRIENDO EQUIP. DEPORT. Y ENTRET. VENTA VESTUARIO Y BAZAR ARTESANIA MEF;COMERCIALES
22653;PUCON SUR TURISMO SPA;PALGUIN 555;TOUR OPERADOR;COMERCIALES
22656;TORRES LLANQUINAO PAMELA IRISOL;PASAJE ESTADIO 146;HOSPEDAJE;COMERCIALES
22657;PUCONTOURS E.I.R.L.;FRESIA 452;HOSPEDAJE† (40 CAMAS)-TURISMO AVENTURA MONTA—A RAFTING HIDROSPEED;COMERCIALES
22659;CONSTRUCTORA GARRIDO LIMITADA;PASAJE LAS ROSAS 175;CONSTRUCTORA Y VENTA DE ARIDOS;COMERCIALES
22660;LUCY WALY MONRROY RASCHEYA DISTRIBUIDORA DE GAS E.I.R.L.;VARIANTE CAMINO INTERNACIONAL 1280;ESTACION SURTIDORA DE GAS LICUADO PARA VEHICULOS Y MONTACARGAS;COMERCIALES
22661;IMPORTADORA Y COMERCIAL PROMENADE LIMITADA;GENERAL URRUTIA† 283 LOCAL 2;VENTA AL POR MENOR DE PROD. TEXTILES PRENDAS DE VESTIR Y CALZADO;COMERCIALES
22662;VEGA PALACIOS ISAURA;SECTOR CABURGUA ALTO KM 22 CAMINO PAILLAC;PROVISIONES (MEF);COMERCIALES
22663;SOCIEDAD GRAMER Y GRAMER LIMITADA;CAMINO PUCON- CABURGUA KM 10 LT 9-2;MOTEL† SIN VENTA DE ALCOHOL;COMERCIALES
22664;COMERCIALIZADORA LUST LIMITADA;GENERAL URRUTIA† 123 LOCAL 6;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22665;CASCADE INTERNACIONAL LTDA;LLAIMA 470;TURISMO AVENTURA KAYAK;COMERCIALES
22666;BARRERA GOEPPINGER VIVIAN ALESSANDRA;AVDA. BERNARDO OHIGGINS 964 LOCAL 2;LIBRERÕA TABAQUERÕA BAZAR CONFITERIA;COMERCIALES
22669;GONZALEZ MOREL PAULA MARIA;CAMINO A HUIFE KM 21;ENVASADORA DE PRODUCTOS SECOS E INFUSIONES DE TE (MEF);COMERCIALES
22670;RAMIREZ LAGOS JOSE MARCELO;PASAJE LOS JAZMINES 81;SERV GASTRONOMICO PROD DE EVENTOS BANQUETERIA (MEF);COMERCIALES
22671;VELOSO FIGUEROA JUAN MANUEL;CAMINO A CABURGUA† KM 19 SECTOR EL CRIS;CABA—AS MEF;COMERCIALES
22674;ADMINISTRACI”N TURÕSTICA VINCENT FRANCOIS BAUDIN EIRL.;PJE. TINQUILCO 3;HOSPEDAJE TOUR OPERADOR (MEF);COMERCIALES
22675;CATALAN BERAUD SERGIO;CAMINO AL VOLCAN† KM 8;PUESTO DE ALIMENTOS (MEF);COMERCIALES
22676;GUTIERREZ PAREJA VALERIA† ANDREA;CAMINO PUCON HUIFE KM 30;TERMAS;COMERCIALES
22677;RODRIGUEZ PI—A CLAUDIO ANTONIO;CAMINO INTERNACIONAL† ESQUINA POCOLLANCA LOCAL 12;CONTRATISTA EN OBRAS MENORES BAZAR PAQUETERÕA;COMERCIALES
22678;URIBE AGUERO ROBERTO CARLOS;ARAUCO 575;TURISMO AVENTURA RAFTING;COMERCIALES
22679;COLLINAO QUI—EMIL JUAN DOMINGO;GERONIMO DE ALDERETE† 571;CABA—AS (MEF);COMERCIALES
22680;JHON GILBERT CESPEDES TRONCOSO;SEBASTIAN ENGLER† 542;HOSPEDAJE (MEF);COMERCIALES
22681;RUIZ COVARRUBIAS MIGUEL EDUARDO JESUS;BLANCO ENCALADA 185;TURISMO AVENTURA CANYONING HOSPEDAJE 6 CAMAS (MEF);COMERCIALES
22682;BECKER LEIVA WILMA BEATRIZ;ARAUCO 590;CONFITES COMIDA AL PASO (MEF);COMERCIALES
22683;RAFAEL ZARRO PINHEIRO LIMA;AVDA. BERNARDO OHIGGINS 910;EXPENDIO DE ALIMENTOS;COMERCIALES
22684;ROSA MARIA SANZ LLORENS INMOBILIARIA EIRL.;CAMINO PUCON- CABURGUA KM 8 QUETROLEUFU;4 CABA—AS 25 HOSPEDADOS;COMERCIALES
22687;LEONARDO SANTOS DE MACEDO;PEDRO DE VALDIVIA 36;HOSPEDAJE (HOSTAL) MEF;COMERCIALES
22688;VOHL SPA.;AVDA. BERNARDO OHIGGINS 669 OFICINA 203;SERVICIOS INTEGRALES DE INFORMATICA CORREDORES DE PROPIEDADES;COMERCIALES
22689;COMERCIAL OLIVA Y OLIVA LIMITADA;PASAJE RAFAELA ABURTO 130;COMERCIALIZACION Y SERVICIOS AUTOMOTRICES;COMERCIALES
22690;SANDOVAL AEDO GER”NIMO DEL TRANSITO;PJE. LOS CARDENALES 60;BAZAR† PAQUETERÕA CORDONERÕA ARTICULOS ORTOPEDICOS† VENTA DE ROPA Y ZAPATOS;COMERCIALES
22692;ASERRADERO JAIME ROJAS ESPINOZA EIRL.;CAMINO AL VOLCAN† KM 1.3;VENTA DE MADERA;COMERCIALES
22693;ILLANES SENN BERTA JULIETA;CAMINO PASARELA QUELHUE PARCELA 4;CABA—AS;COMERCIALES
22694;BARRA ALVAREZ MARIANA CARMEN;AVDA. BERNARDO OHIGGINS 545 B;BAZAR Y VENTA DE ROPA AMERICANA;COMERCIALES
22695;TIENDA DE ROPA INFANTIL MARIA DE LOS ANGELES SQUELLA EIRL.;GENERAL URRUTIA† 102 LOCAL 1;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22696;NEGRIER NAVARRETE CAROL FABIOLA JASMIN;GENERAL URRUTIA† 436;VENTA DE SEMILLAS DE COLECCION† PRODUCTOS ORGANICOS Y ARTICULOS ASOCIADOS;COMERCIALES
22697;CONSTRUCTORA PUCON SPA.;CAMINO AL VOLCAN† KM 0.6;OFICINA DE CONSTRUCTORA (NO PODR¡ HABER MAQUINARIAS);COMERCIALES
22698;BANCOESTADO MICRO EMPRESA S.A. ASESORIAS FINANCIERAS;AVDA. BERNARDO OHIGGINS 240;ASESORIAS FINANCIERAS;COMERCIALES
22699;JOHANNY REX RODRIGUEZ ESPINOZA;MIGUEL ANSORENA† 438 LOCAL D;SERVICIO TECNICO ELECTRONICO Y COMPUTACIONAL;COMERCIALES
22700;REVILLARD MELLADO JESSICA LILIAN;MIGUEL ANSORENA† 510;BAZAR ARTICULOS DE TOCADOR Y ACCESORIOS;COMERCIALES
22702;LUIS EDUARDO ARAVENA ROJAS;PALGUIN 598 - A;VENTA DE BEBIDAS ANALCOHOLICAS- SAMDWICHS- PLATOS PREPARADOS;COMERCIALES
22703;CATALAN MARKOFF MACARENA VALESKA;BRASIL† 305;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22704;HENRIQUEZ GUTIERREZ MIREYA ALEJANDRA;VARIANTE CAMINO INTERNACIONAL 1955;VENTA DE REPUESTOS Y ACCESORIOS AUTOMOTRICES Y DE MOTOCICLETAS;COMERCIALES
22706;ANSCABERNA† S.P.A.;GENERAL URRUTIA† 660;CABA—AS;COMERCIALES
22708;NAIM GODOY MIRIEL ALBERTO;CAMINO INTERNACIONAL 1675;TALLER MACANICO DESABOLLADURA PINTURA;COMERCIALES
22709;DE POTESTA DE WALEFFE GUY LEON MARIE WALHERE;CAMINO AL VOLCAN† KM 2.2 LOTE 7;HOSTERIA Y HOSPEDAJE MEF (SIN VENTA NI CONSUMO DE BEBIDAS ALCOHOLICAS);COMERCIALES
22710;CONCHA FIGUEROA ANA MARÕA;PASAJE EL TRIUNFO S/N;CABA—AS MEF;COMERCIALES
22711;SOJO IMPORTADORA Y COMERCIALIZADORA SPA;FRESIA 246 B;MPORTACION Y CONSIGNACION VENTA DE PRENDAS DE VESTIR MUEBLES CALZADO ACCESORIOS;COMERCIALES
22712;GRUPO VERDE PUCON GESTION INMOBILIARIA LIMITADA;AVDA. BERNARDO OHIGGINS 774 LOCAL 1202;ARRIENDO DE INMUEBLES AMOBLADOS CON EQUIPOS Y MAQUINARIA;COMERCIALES
22713;SIMECO SPA;LOS CALABOZOS PARCELA 24 A-B;DOMICILIO POSTAL TRIBUTARIO REPARACION DE MOTORES Y GENERADORES ELECTRICOS;COMERCIALES
22714;SERVICIOS TURISTICOS LODGE AUSTRIA S.A.;CAMINO PUCON- CABURGUA KM 10;CABA—AS;COMERCIALES
22715;TORRES LLANQUINAO PAMELA IRISOL;PASAJE ESTADIO 146;FUENTE DE SODA (MEF);COMERCIALES
22716;ESPINOZA CASTRO ALEJANDRO CHRISTIAN;CLEMENTE HOLZAPFEL† 524;HOSPEDAJE (09 CAMAS) (MEF);COMERCIALES
22717;REYES MARTINEZ MAURICIO ANTONIO;PJE. COLO COLO 640;ARRIENDO DE VIDEO JUEGOS- CONFITERIA MEF;COMERCIALES
22718;BUSTOS ZU—IGA DANISA IVONNE;PJE. LOS CLAVELES 28;VENTA DE ROPA AMERICANA Y BAZAR (MEF.);COMERCIALES
22719;TURISMO EMELINA DORALIZA BARRIENTOS MADARIAGA EIRL;LOS PICHICHIS S/N SECTOR EL CLARO;CABA—AS (3) MEF.;COMERCIALES
22721;MAYERLIN FABIOLA ANCAMIL LASTRA;ADIEL ESPINOZA 1500;VENTAS DE PLATOS PREPARADOS - HOSTAL ( 24 CAMAS) MEF.;COMERCIALES
22723;COMERCIAL GEN…RICA LIMITADA;PALGUIN 590 A -B;FARMACIAS INDEPENDIENTES;COMERCIALES
22725;ARTESANIA Y DECORACION TRAIGUEN LIMITADA;FRESIA 248 LOCAL E;ARTESANIA Y DECORACION;COMERCIALES
22726;MOTO PATAGONIA LTDA.;LINCOYAN† 361-A;VENTA DE PIEZAS Y ACCESORIOS DE MOTOCICLETAS -† REPARACIONES Y† RENTA CAR;COMERCIALES
22727;IVONNE FABIOLA VALDERAS MOLINA;AVDA. BERNARDO OHIGGINS 460 A;GELATERÃA JUGOS NATURALES;COMERCIALES
22728;JAIME WILLIAM BENAVIDES SALAS EIRL.;LINCOYAN† 575;HOSPEDAJE Y COMIDAS AL PASO;COMERCIALES
22730;SOCIEDAD COMERCIAL DECOPUCON LTDA.;FRESIA 248 LOCAL D;VENTA DE CUADROS Y ENMARCACIONES;COMERCIALES
22732;COMERCIAL FRYDERUP HERMANOS LIMITADA;BRASIL† 555;VENTA DE ARTICULOS ELECTRICOS CONSTRUCCION INSUMOS AGRICOLAS ACCESORIOS Y REP⁄ESTOS VEH.;COMERCIALES
22733;SOCIEDAD DE TURISMO Y HOTELERIA LAS NUBES LIMITADA;FRESIA 124-C LOCAL 30;VENTA DE FRUTOS SECOS CAFE Y BEBIDAS;COMERCIALES
22736;COMERCIAL METAKA LIMITADA;COLO COLO 450;MESA DE POOL;COMERCIALES
22737;JULIO CESAR COPACONDORI QUISPE;MIGUEL ANSORENA† 299;ARTESANIA Y BAZAR;COMERCIALES
22738;FELIPE ANDRES GARRIDO CARRE—O;FRESIA 124 LOCAL 32;VENTA DE ARTESANIA;COMERCIALES
22741;OLIVA CERDA ENRIQUE ALFONSO;CAMINO INTERNACIONAL 2275;VENTA DE HARINAS - FRUTOS DEL PAIS (MEF.) LEY 19.749;COMERCIALES
22742;ELTIT KRAUSE SUSANA† ANGELICA;AV. B. OHIGGINS 211† LOCAL† A-2;VENTA DE VESTUARIO ACCESORIOS Y CALZADOS;COMERCIALES
22743;SOCIEDAD COMERCIAL Y TURISTICA PUCON KAYAK HOSTEL LTDA;CAMINO PUCON- CABURGUA KM.10 SECTOR METRE—E;VENTA ARTICULOS DEPORTIVOS- HOSPEDAJE-CABA—AS - SEREVICIOS TURISTICOS;COMERCIALES
22744;UMA SPA.;AVDA. BERNARDO OHIGGINS 225 LOCAL 23;VENTAS AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL - CALZADOS† INCLUYE ACCESORIOSS;COMERCIALES
22745;SOCIEDAD COMERCIAL LONCOADONAI LIMITADA;CAMINO INTERNACIONAL 2215;CONFITES BEBIDAS HELADOS PUESTO DE ALIMENTOS;COMERCIALES
22747;LUCIA DEL CARMEN SANDOVAL VERA;LINCOYAN† 565;HOSPEDAJE MEF.( 9 CAMAS );COMERCIALES
22749;CLAUDIO CARVACHO MALINOWSKY SERV TUR. Y COMERC. BACKPACKERS;ZACARIAS GARCIA 564;TOUR OPERADOR TURISMO AVENTURA MONTA—A;COMERCIALES
22752;CLAUDIA PAZ ZU—IGA ROJAS;MIGUEL ANSORENA† 261-A;VENTA ARTICULOS ELECTRICOS - PESCA -ASEO- PLASTICOS -† BAZAR Y PAQUETERIA;COMERCIALES
22753;CARDINI DE VILLAAMIL GUADALUPE;GERONIMO DE ALDERETE† 266;BAZAR( MEF.)† LEY 19.749;COMERCIALES
22754;COMERCIAL ZONA FRANCA LTDA.;GENERAL URRUTIA† 336† LOCAL B;VENTA DE ARTICULOS Y ACCESORIOS ELECTRONICOS - CASA DE CAMBIO;COMERCIALES
22755;ASESORIAS INFORMATICAS ERPSYSTEMS LTDA.;FRESIA 385 OF. 23 - 24;SERVICIOS INTEGRALES DE INFORMATICA;COMERCIALES
22756;MARIA TERESA FAUNDEZ RAILLARD;MIGUEL ANSORENA† 549;ARTESANIAS;COMERCIALES
22759;PATAGONIA ROAST CAMPANY LIMITADA;AVDA. BERNARDO OHIGGINS 717 LOCAL 3;EXPENDIO DE INFUSIONES TE Y CAFE - TOSTADURIA - EXPENDIO DE ALIMENTOS;COMERCIALES
22760;ALEJANDRA DEL PILAR ORTIZ ORTIZ;URUGUAY† 510-B;CAFETERIA AL PASO - VENTA CONFITES-† COMIDA RAPIDA - GELATERIA;COMERCIALES
22761;PAREDES OLAVE RODRIGO MARCELO;MIGUEL ANSORENA† 271;ESTABLECIMIENTOS DE COMIDA† AL PASO ( MEF.);COMERCIALES
22762;SALAZAR GODOY GUSTAVO ADOLFO;CAMINO PASARELA A QUELHUE† S/N KM.0.6;TALABARTERIA - FRUTERIA ( MEF.);COMERCIALES
22763;LILIANA DE LA CRUZ RIVERA HUAIQUIMILLA;SECTOR SAN LUIS KM.27;CABA—AS ( 10 )† MEF.;COMERCIALES
22764;ALVARO ESTEBAN BUENO ABUD;PASAJE CABURGUA 215;COMIDA AL PASO († LEY 19.749 MEF. );COMERCIALES
22767;GUEMAC S.A.;AVDA. BERNARDO OHIGGINS 717 LOCAL 4;OTROS SERVICIOS† DE TELECOMUNICACIONES N.C.P.;COMERCIALES
22769;HELADERÕA TORINO LIMITADA;GENERAL URRUTIA† 436 LOCAL 3;FABRICA DE HELADOS;COMERCIALES
22770;RICARDO ALEX TORRES TRIVI—O;FRESIA 224 OF.3;COMERCIALIZACION DE PRODUCTOS NUTRICIONALES;COMERCIALES
22773;MANCILLA COLLAO JENNY ANDREA;CAMINO PUCON- CABURGUA KM 17;ARTESANIA;COMERCIALES
22774;INMOBILIARIA CENTRO PUCON LIMITADA;GENERAL URRUTIA† 123 LOCAL 9;SALA DE VENTAS INMOBILIARIA;COMERCIALES
22775;ZULIC Y GAC LIMITADA;GENERAL URRUTIA† 283 LOCAL 2;VENTA DE ANTEOJOS Y ACCESORIOS;COMERCIALES
22776;ELIANNA SPA;GENERAL URRUTIA† 283 LOC 3;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR - DISE—O DE INTERIORES;COMERCIALES
22777;DISE—OS PAULA KUNSTMANN LIMITADA;GENERAL URRUTIA† 283 LOCAL 2;DISE—O Y VENTA DE VESTUARIO;COMERCIALES
22778;PAVEZ DABEK ANNELIESE PAOLA;CAMINO AL VOLCAN† KM 6 LOTE 1 B 2;EXPENDIO DE ALIMENTOS ARTESANIA ARRIENDO DE CUATRIMOTO EN CIRCUITO CERRADO;COMERCIALES
22779;FUENTES MONSALVES ALFONSO EDUARDO;CAMINO AL VOLCAN† KM 6 LT 1 B 2;CABA—AS;COMERCIALES
22780;PAOLA ALEJANDRA SEPULVEDA HIGUERA;FRESIA 124 LOCAL 24;VENTA DE ARTESANIA;COMERCIALES
22781;GONZALEZ ALVARES CRISTIAN ALEJANDRO;MIGUEL ANSORENA† 261;VENTA DE CHURROS;COMERCIALES
22782;VASQUEZ BARRERA JOSE DIEGO DE JESUS;LOS CASTA—OS 311;VENTA DE BEBIDAS -HELADOS Y CONFIOTES;COMERCIALES
22783;MARCOS JAVIER URRA AVILES CANOPY E.I.R.L.;CAMINO PUCON- CABURGUA KM 11;CANOPY- RAFTING- TREIKING- ARRIENDO BICICLETAS;COMERCIALES
22784;SOCIEDAD COMERCIAL LONCOADONAI LIMITADA;CAMINO INTERNACIONAL 2215;ESTACION DE SERVICIO DE EXPENDIO DE COMBUSTIBLES LIQUIDOS;COMERCIALES
22786;ROJAS BERKHOFF CHRISTIAN ALBERTO;PALGUIN 123;INFORMACIONES Y SERVICIOS TURISTICOS (MEF);COMERCIALES
22788;HUENTECURA LIEMPI MARIA ANGELICA;MIGUEL ANSORENA† 438 LOCAL 2;VENTA DE ART ELECTRONICOS Y ACCESORIOS-† COMPUTACION;COMERCIALES
22790;MU—OZ PE—A ADRIANA;LAS AZALEAS 451;PROVISIONES (MEF);COMERCIALES
22791;ANDREA ROJAS HORMAZABAL, VENTA DE PRENDAS DE VESTIR EIRL.;GENERAL URRUTIA† 123 LOCAL 5;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS - CALZADO- JOYAS Y RELOJERIA;COMERCIALES
